concept,namespace,period_type,balance,statement
NetFinancialLiabilitiesSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreements,ifrs,instant,credit,Balance Sheet
NetFinancialLiabilitiesSubjectToOffsettingEnforceableMasterNettingArrangementsOrSimilarAgreementsInStatementOfFinancialPosition,ifrs,instant,credit,Balance Sheet
NominalAmountOfHedgingInstrument,ifrs,instant,,Balance Sheet
NominalOrPrincipalAmountOfFinancialInstrumentOnDiscontinuationOfMeasurementAtFairValueThroughProfitOrLossBecauseCreditDerivativeIsUsedToManageCreditRisk,ifrs,instant,,Balance Sheet
NonCurrentGuaranteeDeposits,mx_ccd,instant,debit,Balance Sheet
NonCurrentPrepaidExpenses,mx_ccd,instant,debit,Balance Sheet
NonCurrentSecutiryDeposits,mx_ccd,instant,credit,Balance Sheet
NonCurrentSuntryDebtors,mx_ccd,instant,debit,Balance Sheet
NoncashAssetsDeclaredForDistributionToOwnersBeforeFinancialStatementsAuthorisedForIssue,ifrs,instant,debit,Balance Sheet
NoncashAssetsDeclaredForDistributionToOwnersBeforeFinancialStatementsAuthorisedForIssueAtFairValue,ifrs,instant,debit,Balance Sheet
NoncashAssetsPledgedAsCollateralForWhichTransfereeHasRightByContractOrCustomToSellOrRepledgeCollateral,ifrs,instant,debit,Balance Sheet
NoncontrollingInterestInAcquireeRecognisedAtAcquisitionDate,ifrs,instant,credit,Balance Sheet
NoncontrollingInterests,ifrs,instant,credit,Balance Sheet
NoncurrentAdvances,ifrs,instant,credit,Balance Sheet
NoncurrentAdvancesCCD,mx_ccd,instant,debit,Balance Sheet
NoncurrentAssets,ifrs,instant,debit,Balance Sheet
NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForDistributionToOwners,ifrs,instant,debit,Balance Sheet
NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,ifrs,instant,debit,Balance Sheet
NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,ifrs,instant,debit,Balance Sheet
NoncurrentAssetsOtherThanFinancialInstrumentsDeferredTaxAssetsPostemploymentBenefitAssetsAndRightsArisingUnderInsuranceContracts,ifrs,instant,debit,Balance Sheet
NoncurrentAssetsRecognisedAsOfAcquisitionDate,ifrs,instant,debit,Balance Sheet
NoncurrentBiologicalAssets,ifrs,instant,debit,Balance Sheet
NoncurrentDepositsFromCustomers,ifrs,instant,credit,Balance Sheet
NoncurrentDerivativeFinancialAssets,ifrs,instant,debit,Balance Sheet
NoncurrentDerivativeFinancialLiabilities,ifrs,instant,credit,Balance Sheet
NoncurrentDividendPayables,ifrs,instant,credit,Balance Sheet
NoncurrentFinanceLeaseLiabilities,ifrs,instant,credit,Balance Sheet
NoncurrentFinanceLeaseReceivables,ifrs,instant,debit,Balance Sheet
NoncurrentFinancialAssets,ifrs,instant,debit,Balance Sheet
NoncurrentFinancialAssetsAtAmortisedCost,ifrs,instant,debit,Balance Sheet
NoncurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,ifrs,instant,debit,Balance Sheet
NoncurrentFinancialAssetsAtFairValueThroughProfitOrLoss,ifrs,instant,debit,Balance Sheet
NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,ifrs,instant,debit,Balance Sheet
NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,ifrs,instant,debit,Balance Sheet
NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,ifrs,instant,debit,Balance Sheet
NoncurrentFinancialAssetsAvailableforsale,ifrs,instant,debit,Balance Sheet
NoncurrentFinancialLiabilities,ifrs,instant,credit,Balance Sheet
NoncurrentFinancialLiabilitiesAtAmortisedCost,ifrs,instant,credit,Balance Sheet
NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,ifrs,instant,credit,Balance Sheet
NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,ifrs,instant,credit,Balance Sheet
NoncurrentFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,ifrs,instant,credit,Balance Sheet
NoncurrentGovernmentGrants,ifrs,instant,credit,Balance Sheet
NoncurrentHeldtomaturityInvestments,ifrs,instant,debit,Balance Sheet
NoncurrentInterestPayable,ifrs,instant,credit,Balance Sheet
NoncurrentInterestReceivable,ifrs,instant,debit,Balance Sheet
NoncurrentInventories,ifrs,instant,debit,Balance Sheet
NoncurrentInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethod,ifrs,instant,debit,Balance Sheet
NoncurrentLeasePrepayments,ifrs,instant,debit,Balance Sheet
NoncurrentLiabilities,ifrs,instant,credit,Balance Sheet
NoncurrentLiabilitiesRecognisedAsOfAcquisitionDate,ifrs,instant,credit,Balance Sheet
NoncurrentLoansAndReceivables,ifrs,instant,debit,Balance Sheet
NoncurrentNoncashAssetsPledgedAsCollateralForWhichTransfereeHasRightByContractOrCustomToSellOrRepledgeCollateral,ifrs,instant,debit,Balance Sheet
NoncurrentOreStockpiles,ifrs,instant,debit,Balance Sheet
NoncurrentPayables,ifrs,instant,credit,Balance Sheet
NoncurrentPayablesOnSocialSecurityAndTaxesOtherThanIncomeTax,ifrs,instant,credit,Balance Sheet
NoncurrentPayablesToRelatedParties,ifrs,instant,credit,Balance Sheet
NoncurrentPayablesToTradeSuppliers,ifrs,instant,credit,Balance Sheet
NoncurrentPortionOfNoncurrentBondsIssued,ifrs,instant,credit,Balance Sheet
NoncurrentPortionOfNoncurrentCommercialPapersIssued,ifrs,instant,credit,Balance Sheet
NoncurrentPortionOfNoncurrentLoansReceived,ifrs,instant,credit,Balance Sheet
NoncurrentPortionOfNoncurrentNotesAndDebenturesIssued,ifrs,instant,credit,Balance Sheet
NoncurrentPortionOfNoncurrentSecuredBankLoansReceived,ifrs,instant,credit,Balance Sheet
NoncurrentPortionOfNoncurrentUnsecuredBankLoansReceived,ifrs,instant,credit,Balance Sheet
NoncurrentPortionOfOtherNoncurrentBorrowings,ifrs,instant,credit,Balance Sheet
NoncurrentPrepayments,ifrs,instant,debit,Balance Sheet
NoncurrentPrepaymentsCCD,mx_ccd,instant,debit,Balance Sheet
NoncurrentProvisions,ifrs,instant,credit,Balance Sheet
NoncurrentProvisionsForEmployeeBenefits,ifrs,instant,credit,Balance Sheet
NoncurrentReceivables,ifrs,instant,debit,Balance Sheet
NoncurrentReceivablesDueFromRelatedParties,ifrs,instant,debit,Balance Sheet
NoncurrentReceivablesFromRentalOfProperties,ifrs,instant,debit,Balance Sheet
NoncurrentReceivablesFromSaleOfProperties,ifrs,instant,debit,Balance Sheet
NoncurrentReceivablesFromTaxesOtherThanIncomeTax,ifrs,instant,debit,Balance Sheet
NoncurrentRecognisedAssetsDefinedBenefitPlan,ifrs,instant,debit,Balance Sheet
NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,ifrs,instant,credit,Balance Sheet
NoncurrentRefundsProvision,ifrs,instant,credit,Balance Sheet
NoncurrentRestrictedCashAndCashEquivalents,ifrs,instant,debit,Balance Sheet
NoncurrentRetentionPayables,ifrs,instant,credit,Balance Sheet
NoncurrentTradeReceivables,ifrs,instant,debit,Balance Sheet
NoncurrentValueAddedTaxPayables,ifrs,instant,credit,Balance Sheet
NoncurrentValueAddedTaxReceivables,ifrs,instant,debit,Balance Sheet
NonderivativeFinancialLiabilitiesUndiscountedCashFlows,ifrs,instant,credit,Balance Sheet
NoninsuranceAssetsAcquiredByExercisingRightsToRecoveries,ifrs,instant,credit,Balance Sheet
NotesAndDebenturesIssued,ifrs,instant,credit,Balance Sheet
NotionalAmount,ifrs,instant,,Balance Sheet
NumberOfEmployees,ifrs,instant,,Balance Sheet
NumberOfInstrumentsOrInterestsIssuedOrIssuable,ifrs,instant,,Balance Sheet
NumberOfOtherEquityInstrumentsExercisableInSharebasedPaymentArrangement,ifrs,instant,,Balance Sheet
NumberOfOtherEquityInstrumentsOutstandingInSharebasedPaymentArrangement,ifrs,instant,,Balance Sheet
NumberOfOutstandingShareOptions,ifrs,instant,,Balance Sheet
NumberOfShareOptionsExercisableInSharebasedPaymentArrangement,ifrs,instant,,Balance Sheet
NumberOfSharesAuthorised,ifrs,instant,,Balance Sheet
NumberOfSharesIssued,ifrs,instant,,Balance Sheet
NumberOfSharesIssuedAndFullyPaid,ifrs,instant,,Balance Sheet
NumberOfSharesIssuedButNotFullyPaid,ifrs,instant,,Balance Sheet
NumberOfSharesOutstanding,ifrs,instant,,Balance Sheet
OfficeEquipment,ifrs,instant,debit,Balance Sheet
OilAndGasAssets,ifrs,instant,debit,Balance Sheet
OnerousContractsProvision,ifrs,instant,credit,Balance Sheet
OriginalAssetsBeforeTransfer,ifrs,instant,debit,Balance Sheet
OtherAssets,ifrs,instant,debit,Balance Sheet
OtherAssetsAmountContributedToFairValueOfPlanAssets,ifrs,instant,debit,Balance Sheet
OtherBorrowings,ifrs,instant,credit,Balance Sheet
OtherCashAndCashEquivalents,ifrs,instant,debit,Balance Sheet
OtherComprehensiveIncomeCCD,mx_ccd,instant,credit,Balance Sheet
OtherCurrentAssets,ifrs,instant,debit,Balance Sheet
OtherCurrentBorrowingsAndCurrentPortionOfOtherNoncurrentBorrowings,ifrs,instant,credit,Balance Sheet
OtherCurrentFinancialAssets,ifrs,instant,debit,Balance Sheet
OtherCurrentFinancialLiabilities,ifrs,instant,credit,Balance Sheet
OtherCurrentLiabilities,ifrs,instant,credit,Balance Sheet
OtherCurrentNonfinancialAssets,ifrs,instant,debit,Balance Sheet
OtherCurrentNonfinancialLiabilities,ifrs,instant,credit,Balance Sheet
OtherCurrentPayables,ifrs,instant,credit,Balance Sheet
OtherCurrentReceivables,ifrs,instant,debit,Balance Sheet
OtherDebtInstrumentsHeld,ifrs,instant,debit,Balance Sheet
OtherDifferencesToCashAndCashEquivalentsInStatementOfCashFlows,ifrs,instant,credit,Balance Sheet
OtherEquityInterest,ifrs,instant,credit,Balance Sheet
OtherFinancialAssets,ifrs,instant,debit,Balance Sheet
OtherFinancialLiabilities,ifrs,instant,credit,Balance Sheet
OtherIntangibleAssets,ifrs,instant,debit,Balance Sheet
OtherInventories,ifrs,instant,debit,Balance Sheet
OtherLiabilities,ifrs,instant,credit,Balance Sheet
OtherLiabilitiesUnderInsuranceContractsAndReinsuranceContractsIssued,ifrs,instant,credit,Balance Sheet
OtherLongtermProvisions,ifrs,instant,credit,Balance Sheet
OtherMaterialActuarialAssumptions,ifrs,instant,,Balance Sheet
OtherNoncurrentAssets,ifrs,instant,debit,Balance Sheet
OtherNoncurrentFinancialAssets,ifrs,instant,debit,Balance Sheet
OtherNoncurrentFinancialLiabilities,ifrs,instant,credit,Balance Sheet
OtherNoncurrentLiabilities,ifrs,instant,credit,Balance Sheet
OtherNoncurrentNonfinancialAssets,ifrs,instant,debit,Balance Sheet
OtherNoncurrentNonfinancialLiabilities,ifrs,instant,credit,Balance Sheet
OtherNoncurrentPayables,ifrs,instant,credit,Balance Sheet
OtherNoncurrentReceivables,ifrs,instant,debit,Balance Sheet
OtherNonfinancialAssets,ifrs,instant,debit,Balance Sheet
OtherNonfinancialLiabilities,ifrs,instant,credit,Balance Sheet
OtherPayables,ifrs,instant,credit,Balance Sheet
OtherPropertyPlantAndEquipment,ifrs,instant,debit,Balance Sheet
OtherProvisions,ifrs,instant,credit,Balance Sheet
OtherReceivables,ifrs,instant,debit,Balance Sheet
OtherReserves,ifrs,instant,credit,Balance Sheet
OtherShorttermProvisions,ifrs,instant,credit,Balance Sheet
OtherTangibleOrIntangibleAssetsTransferred,ifrs,instant,credit,Balance Sheet
OutstandingCommitmentsMadeByEntityRelatedPartyTransactions,ifrs,instant,credit,Balance Sheet
OutstandingCommitmentsMadeOnBehalfOfEntityRelatedPartyTransactions,ifrs,instant,credit,Balance Sheet
ParValuePerShare,ifrs,instant,,Balance Sheet
PayablesOnSocialSecurityAndTaxesOtherThanIncomeTax,ifrs,instant,credit,Balance Sheet
PercentageOfReasonablyPossibleDecreaseInActuarialAssumption,ifrs,instant,,Balance Sheet
PercentageOfReasonablyPossibleIncreaseInActuarialAssumption,ifrs,instant,,Balance Sheet
PercentageOfVotingEquityInterestsAcquired,ifrs,instant,,Balance Sheet
PlanAssetsAtFairValue,ifrs,instant,debit,Balance Sheet
Prepayments,ifrs,instant,debit,Balance Sheet
PricesSpecifiedInForwardAgreementsToPurchaseFinancialAssetsForCash,ifrs,instant,credit,Balance Sheet
ProductionSupplies,ifrs,instant,debit,Balance Sheet
ProgressBillings,ifrs,instant,,Balance Sheet
PropertyAmountContributedToFairValueOfPlanAssets,ifrs,instant,debit,Balance Sheet
PropertyIntendedForSaleInOrdinaryCourseOfBusiness,ifrs,instant,debit,Balance Sheet
PropertyPlantAndEquipment,ifrs,instant,debit,Balance Sheet
PropertyPlantAndEquipmentCarryingAmountAtCostOfRevaluedAssets,ifrs,instant,debit,Balance Sheet
PropertyPlantAndEquipmentCarryingAmountOfAssetsRetiredFromActiveUse,ifrs,instant,debit,Balance Sheet
PropertyPlantAndEquipmentCarryingAmountOfRevaluedAssets,ifrs,instant,debit,Balance Sheet
PropertyPlantAndEquipmentExpendituresRecognisedForConstructions,ifrs,instant,debit,Balance Sheet
PropertyPlantAndEquipmentFairValueUsedAsDeemedCost,ifrs,instant,debit,Balance Sheet
PropertyPlantAndEquipmentGrossCarryingAmountFullyDepreciated,ifrs,instant,debit,Balance Sheet
PropertyPlantAndEquipmentPledgedAsSecurity,ifrs,instant,debit,Balance Sheet
PropertyPlantAndEquipmentRecognisedAsOfAcquisitionDate,ifrs,instant,debit,Balance Sheet
PropertyPlantAndEquipmentRestrictionsOnTitle,ifrs,instant,debit,Balance Sheet
PropertyPlantAndEquipmentRevaluationSurplus,ifrs,instant,credit,Balance Sheet
PropertyPlantAndEquipmentTemporarilyIdle,ifrs,instant,debit,Balance Sheet
ProvisionForDecommissioningRestorationAndRehabilitationCosts,ifrs,instant,credit,Balance Sheet
Provisions,ifrs,instant,credit,Balance Sheet
ProvisionsArisingFromLiabilityAdequacyTests,ifrs,instant,credit,Balance Sheet
ProvisionsForDoubtfulDebtsRelatedToOutstandingBalancesOfRelatedPartyTransaction,ifrs,instant,credit,Balance Sheet
ProvisionsForEmployeeBenefits,ifrs,instant,credit,Balance Sheet
ProvisionsForFutureNonparticipatingBenefits,ifrs,instant,credit,Balance Sheet
RatedCreditExposures,ifrs,instant,,Balance Sheet
RawMaterials,ifrs,instant,debit,Balance Sheet
Receivable,mx_ccd,instant,debit,Balance Sheet
ReceivablesAndPayablesRelatedToInsuranceContracts,ifrs,instant,credit,Balance Sheet
ReceivablesFromRentalOfProperties,ifrs,instant,debit,Balance Sheet
ReceivablesFromSaleOfProperties,ifrs,instant,debit,Balance Sheet
ReceivablesFromTaxesOtherThanIncomeTax,ifrs,instant,debit,Balance Sheet
RecipesFormulaeModelsDesignsAndPrototypes,ifrs,instant,debit,Balance Sheet
RecognisedAssetsDefinedBenefitPlan,ifrs,instant,debit,Balance Sheet
RecognisedAssetsRepresentingContinuingInvolvementInDerecognisedFinancialAssets,ifrs,instant,debit,Balance Sheet
RecognisedFinanceLeaseAsAssets,ifrs,instant,debit,Balance Sheet
RecognisedLiabilitiesDefinedBenefitPlan,ifrs,instant,credit,Balance Sheet
RecognisedLiabilitiesRepresentingContinuingInvolvementInDerecognisedFinancialAssets,ifrs,instant,credit,Balance Sheet
RecoverableAmountOfAssetOrCashgeneratingUnit,ifrs,instant,debit,Balance Sheet
RedesignatedFinancialAssetAsAvailableforsale,ifrs,instant,debit,Balance Sheet
RedesignatedFinancialAssetAtFairValueThroughProfitOrLoss,ifrs,instant,debit,Balance Sheet
RedesignatedFinancialLiabilityAtFairValueThroughProfitOrLoss,ifrs,instant,credit,Balance Sheet
RefundsProvision,ifrs,instant,credit,Balance Sheet
ReimbursementRightsAtFairValue,ifrs,instant,debit,Balance Sheet
ReinsuranceAssets,ifrs,instant,debit,Balance Sheet
RemainingAmortisationPeriodOfIntangibleAssetsMaterialToEntity,ifrs,instant,,Balance Sheet
RemainingUnamortisedGainsAndLossesArisingOnBuyingReinsurance,ifrs,instant,credit,Balance Sheet
RentDeferredIncome,ifrs,instant,credit,Balance Sheet
RentDeferredIncomeClassifiedAsCurrent,ifrs,instant,credit,Balance Sheet
RentDeferredIncomeClassifiedAsNoncurrent,ifrs,instant,credit,Balance Sheet
RepurchaseAgreementsAndCashCollateralOnSecuritiesLent,ifrs,instant,credit,Balance Sheet
ReserveForCatastrophe,ifrs,instant,credit,Balance Sheet
ReserveForEqualisation,ifrs,instant,credit,Balance Sheet
ReserveOfCashFlowHedges,ifrs,instant,credit,Balance Sheet
ReserveOfCashFlowHedgesContinuingHedges,ifrs,instant,credit,Balance Sheet
ReserveOfCashFlowHedgesHedgingRelationshipsForWhichHedgeAccountingIsNoLongerApplied,ifrs,instant,credit,Balance Sheet
ReserveOfChangeInFairValueOfFinancialLiabilityAttributableToChangeInCreditRiskOfLiability,ifrs,instant,credit,Balance Sheet
ReserveOfChangeInValueOfForeignCurrencyBasisSpreads,ifrs,instant,credit,Balance Sheet
ReserveOfChangeInValueOfForwardElementsOfForwardContracts,ifrs,instant,credit,Balance Sheet
ReserveOfChangeInValueOfTimeValueOfOptions,ifrs,instant,credit,Balance Sheet
ReserveOfDiscretionaryParticipationFeatures,ifrs,instant,credit,Balance Sheet
